indicator,date,city,region,cases
Cases,2020-09-29,Ad Dammam,Eastern Region,21
Cases,2020-09-29,Ar Riyad,Ar Riyad,31
Cases,2020-09-29,Ad Dilam,Ar Riyad,3
Cases,2020-09-29,Sarat ʻAbidah,Aseer,3
Cases,2020-09-29,Ash Shamli,Hail,1
Cases,2020-09-29,Al Ghat,Ar Riyad,1
Cases,2020-09-29,Al Artawiyyah,Ar Riyad,1
Cases,2020-09-29,Duruma,Ar Riyad,2
Cases,2020-09-29,Ahad Al Musarihah,Jazan,1
Cases,2020-09-29,Al Majardah,Aseer,2
Cases,2020-09-29,Al Lith,Makkah Al Mukarramah,6
Cases,2020-09-29,Al Khafji,Eastern Region,10
Cases,2020-09-30,Bathaʼ,Eastern Region,1
Cases,2020-09-30,Al Harajah,Aseer,1
Cases,2020-09-30,Ad Dammam,Eastern Region,11
Cases,2020-09-30,Ad Dilam,Ar Riyad,1
Cases,2020-09-30,Yanbuʻ,Al Madinah Al Munawwarah,52
Cases,2020-09-30,Sabt Al ʻAlayah,Aseer,2
Cases,2020-09-30,Al HaʼIt,Hail,1
Cases,2020-09-30,Sharurah,Najran,2
Cases,2020-09-30,Al Qara,Al Bahah,1
Cases,2020-10-01,Ar Rayn,Ar Riyad,1
Cases,2020-10-01,ʻUqlat As Suqur,Al Qaseem,1
Cases,2020-10-01,An Nabhaniyyah,Al Qaseem,1
Cases,2020-10-01,ʻAfif,Ar Riyad,1
Cases,2020-10-01,Ad Dammam,Eastern Region,13
Cases,2020-10-01,Jeddah,Makkah Al Mukarramah,40
Cases,2020-10-01,Az Zulfi,Ar Riyad,1
Cases,2020-10-01,Mulayjah,Eastern Region,1
Cases,2020-10-01,Mahayil,Aseer,3
Cases,2020-10-01,Al Mandaq,Al Bahah,1
Cases,2020-10-01,Al Mikhwah,Al Bahah,7
Cases,2020-10-01,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,1
Cases,2020-10-01,Hawtat Bani Tamim,Ar Riyad,2
Cases,2020-10-01,Samtah,Jazan,1
Cases,2020-10-01,Al ʻAqiq,Al Bahah,4
Cases,2020-10-01,Hafar Al Batin,Eastern Region,1
Cases,2020-10-01,Al Hajrah,Al Bahah,4
Cases,2020-10-01,Bani Hasan,Al Bahah,6
Cases,2020-10-01,Ar Rayth,Jazan,1
Cases,2020-10-01,Ras Tannurah,Eastern Region,3
Cases,2020-10-02,Al Asyah,Al Qaseem,1
Cases,2020-10-02,HaʼIl,Hail,3
Cases,2020-10-02,Buraydah,Al Qaseem,2
Cases,2020-10-02,Makkah Al Mukarramah,Makkah Al Mukarramah,45
Cases,2020-10-02,Jazan,Jazan,11
Cases,2020-10-02,ʻAfif,Ar Riyad,1
Cases,2020-10-02,Abu ʻArish,Jazan,3
Cases,2020-10-02,Ad Duwadimi,Ar Riyad,1
Cases,2020-10-02,Turayf,Northern Borders,4
Cases,2020-10-02,Sabt Al ʻAlayah,Aseer,3
Cases,2020-10-02,Al Mikhwah,Al Bahah,7
Cases,2020-10-02,Al Artawiyyah,Ar Riyad,2
Cases,2020-10-02,Duruma,Ar Riyad,1
Cases,2020-10-02,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,4
Cases,2020-10-02,Hawtat Bani Tamim,Ar Riyad,1
Cases,2020-10-02,An Namas,Aseer,1
Cases,2020-10-02,Al QuwayʻIyyah,Ar Riyad,1
Cases,2020-10-02,Shaqraʼ,Ar Riyad,1
Cases,2020-10-02,An NuʻAyriyyah,Eastern Region,3
Cases,2020-10-02,Al Kharj,Ar Riyad,1
Cases,2020-10-03,Mawqaq,Hail,1
Cases,2020-10-03,ʻUrayʻIrah,Eastern Region,3
Cases,2020-10-03,Tabuk,Tabuk,2
Cases,2020-10-03,Khamis Mushayt,Aseer,11
Cases,2020-10-03,Al MajmaʻAh,Ar Riyad,2
Cases,2020-10-03,Al Khubar,Eastern Region,3
Cases,2020-10-03,Ar Rass,Al Qaseem,2
Cases,2020-10-03,Buqayq,Eastern Region,6
Cases,2020-10-03,Al BadaʼIʻ,Al Qaseem,2
Cases,2020-10-03,Khaybar,Al Madinah Al Munawwarah,1
Cases,2020-10-03,Biljurashi,Al Bahah,3
Cases,2020-10-03,Al Kharj,Ar Riyad,5
Cases,2020-10-03,Qaryat Al 'Ulya,Eastern Region,3
Cases,2020-10-04,Al Sho'Bah,Northern Borders,1
Cases,2020-10-04,ʻUqlat As Suqur,Al Qaseem,1
Cases,2020-10-04,Makkah Al Mukarramah,Makkah Al Mukarramah,25
Cases,2020-10-04,Al Bahah,Al Bahah,6
Cases,2020-10-04,Abha,Aseer,4
Cases,2020-10-04,Al MajmaʻAh,Ar Riyad,2
Cases,2020-10-04,Al Hufuf,Eastern Region,31
Cases,2020-10-04,Yanbuʻ,Al Madinah Al Munawwarah,25
Cases,2020-10-04,Az Zulfi,Ar Riyad,2
Cases,2020-10-04,Ar Rass,Al Qaseem,1
Cases,2020-10-04,Al Jubayl,Eastern Region,4
Cases,2020-10-04,Ad͟H D͟Hahran,Eastern Region,7
Cases,2020-10-04,Buqayq,Eastern Region,2
Cases,2020-10-04,Al Bijadiyyah,Ar Riyad,1
Cases,2020-10-04,Al Qunfudhah,Makkah Al Mukarramah,1
Cases,2020-10-04,Biljurashi,Al Bahah,5
Cases,2020-10-04,Al Bukayriyyah,Al Qaseem,1
Cases,2020-10-04,Ar Rayth,Jazan,1
Cases,2020-10-04,Billasmar,Aseer,3
Cases,2020-10-05,Makkah Al Mukarramah,Makkah Al Mukarramah,46
Cases,2020-10-05,Khamis Mushayt,Aseer,14
Cases,2020-10-05,Al Hufuf,Eastern Region,36
Cases,2020-10-05,Ar Riyad,Ar Riyad,28
Cases,2020-10-05,Bishah,Aseer,3
Cases,2020-10-05,Al Mikhwah,Al Bahah,1
Cases,2020-10-05,BaqʻAʼ,Hail,8
Cases,2020-10-05,Al Hajrah,Al Bahah,1
Cases,2020-10-05,Wadi Ad Dawasir,Ar Riyad,2
Cases,2020-10-05,Ras Tannurah,Eastern Region,2
Cases,2020-10-05,Al Jafr,Eastern Region,1
Cases,2020-10-06,Al Harajah,Aseer,1
Cases,2020-10-06,Bariq,Aseer,1
Cases,2020-10-06,ʻArʻAr,Northern Borders,9
Cases,2020-10-06,Abha,Aseer,11
Cases,2020-10-06,Al Hufuf,Eastern Region,29
Cases,2020-10-06,ʻUnayzah,Al Qaseem,3
Cases,2020-10-06,Ar Rass,Al Qaseem,1
Cases,2020-10-06,Ad͟H D͟Hahran,Eastern Region,5
Cases,2020-10-06,Buqayq,Eastern Region,1
Cases,2020-10-06,Al Qahmah,Aseer,1
Cases,2020-10-06,Al Kamil,Makkah Al Mukarramah,1
Cases,2020-10-06,Sabya,Jazan,1
Cases,2020-10-06,Al Muzahimiyyah,Ar Riyad,1
Cases,2020-10-06,Al Bukayriyyah,Al Qaseem,2
Cases,2020-10-06,Al Khafji,Eastern Region,3
Cases,2020-10-06,Ar Rayth,Jazan,3
Cases,2020-10-06,Rijal Al Ma,Aseer,2
Cases,2020-10-07,Al ʻIdabi,Jazan,1
Cases,2020-10-07,ʻArʻAr,Northern Borders,2
Cases,2020-10-07,Buraydah,Al Qaseem,2
Cases,2020-10-07,At TaʼIf,Makkah Al Mukarramah,5
Cases,2020-10-07,Abha,Aseer,4
Cases,2020-10-07,Jazan,Jazan,3
Cases,2020-10-07,Ad Dammam,Eastern Region,20
Cases,2020-10-07,Yanbuʻ,Al Madinah Al Munawwarah,38
Cases,2020-10-07,Az Zulfi,Ar Riyad,2
Cases,2020-10-07,ʻUnayzah,Al Qaseem,3
Cases,2020-10-07,Al Jubayl,Eastern Region,6
Cases,2020-10-07,Buqayq,Eastern Region,1
Cases,2020-10-07,Al Qahmah,Aseer,2
Cases,2020-10-07,Al Artawiyyah,Ar Riyad,1
Cases,2020-10-07,Al ʻAqiq,Al Bahah,2
Cases,2020-10-07,Hafar Al Batin,Eastern Region,1
Cases,2020-10-07,Billasmar,Aseer,4
Cases,2020-10-08,Makkah Al Mukarramah,Makkah Al Mukarramah,39
Cases,2020-10-08,Jazan,Jazan,3
Cases,2020-10-08,Ad Dammam,Eastern Region,18
Cases,2020-10-08,Al Khubar,Eastern Region,2
Cases,2020-10-08,Ar Rass,Al Qaseem,1
Cases,2020-10-08,Ad͟H D͟Hahran,Eastern Region,3
Cases,2020-10-08,Mahayil,Aseer,4
Cases,2020-10-08,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,2
Cases,2020-10-08,Al Muwayh,Makkah Al Mukarramah,2
Cases,2020-10-08,Khaybar,Al Madinah Al Munawwarah,1
Cases,2020-10-08,An Namas,Aseer,1
Cases,2020-10-08,Al Kharj,Ar Riyad,3
Cases,2020-10-08,Wadi Al Fara,Al Madinah Al Munawwarah,4
Cases,2020-10-09,Tabuk,Tabuk,2
Cases,2020-10-09,ʻArʻAr,Northern Borders,6
Cases,2020-10-09,Al Bahah,Al Bahah,1
Cases,2020-10-09,Ad Dammam,Eastern Region,10
Cases,2020-10-09,Ad Dilam,Ar Riyad,2
Cases,2020-10-09,Yanbuʻ,Al Madinah Al Munawwarah,24
Cases,2020-10-09,Al Jubayl,Eastern Region,9
Cases,2020-10-09,Al Qatif,Eastern Region,7
Cases,2020-10-09,Al Midhnab,Al Qaseem,4
Cases,2020-10-09,Al Bukayriyyah,Al Qaseem,2
Cases,2020-10-09,Qaryat Al 'Ulya,Eastern Region,4
Cases,2020-10-09,Billasmar,Aseer,5
Cases,2020-10-09,Al Jafr,Eastern Region,1
Cases,2020-10-10,Biljurashi,Al Bahah,18
Cases,2020-10-10,Shaqraʼ,Ar Riyad,1
Cases,2020-10-10,Tarj,Aseer,1
Cases,2020-10-11,Al Khubar,Eastern Region,3
Cases,2020-10-11,Ad Dilam,Ar Riyad,1
Cases,2020-10-11,Yanbuʻ,Al Madinah Al Munawwarah,27
Cases,2020-10-11,Turayf,Northern Borders,2
Cases,2020-10-11,Al Mikhwah,Al Bahah,5
Cases,2020-10-11,Hawtat Bani Tamim,Ar Riyad,1
Cases,2020-10-11,Sabya,Jazan,3
Cases,2020-10-11,Al ʻUla,Al Madinah Al Munawwarah,1
Cases,2020-10-11,Rafha,Northern Borders,2
Cases,2020-10-11,Al Muzahimiyyah,Ar Riyad,2
Cases,2020-10-11,Fayfa,Jazan,2
Cases,2020-10-11,Rijal Al Ma,Aseer,2
Cases,2020-10-11,Wadi Ad Dawasir,Ar Riyad,6
Cases,2020-10-12,Bathaʼ,Eastern Region,1
Cases,2020-10-12,ʻUqlat As Suqur,Al Qaseem,1
Cases,2020-10-12,Hawtat Sudayr,Ar Riyad,1
Cases,2020-10-12,Makkah Al Mukarramah,Makkah Al Mukarramah,59
Cases,2020-10-12,At TaʼIf,Makkah Al Mukarramah,5
Cases,2020-10-12,Ad Dammam,Eastern Region,20
Cases,2020-10-12,Bishah,Aseer,1
Cases,2020-10-12,Sarat ʻAbidah,Aseer,6
Cases,2020-10-12,Ad͟H D͟Hahran,Eastern Region,6
Cases,2020-10-12,Buqayq,Eastern Region,1
Cases,2020-10-12,Turuba,Makkah Al Mukarramah,3
Cases,2020-10-12,Al Hajrah,Al Bahah,1
Cases,2020-10-12,Al Qara,Al Bahah,1
Cases,2020-10-12,Wadi Ad Dawasir,Ar Riyad,2
Cases,2020-10-12,Ras Tannurah,Eastern Region,1
Cases,2020-10-13,Makkah Al Mukarramah,Makkah Al Mukarramah,47
Cases,2020-10-13,At TaʼIf,Makkah Al Mukarramah,6
Cases,2020-10-13,Ad Dammam,Eastern Region,21
Cases,2020-10-13,Ar Riyad,Ar Riyad,42
Cases,2020-10-13,Az Zulfi,Ar Riyad,1
Cases,2020-10-13,Sabt Al ʻAlayah,Aseer,2
Cases,2020-10-13,Qusaybaʼ,Al Qaseem,1
Cases,2020-10-13,Rafha,Northern Borders,3
Cases,2020-10-13,Qaryat Al 'Ulya,Eastern Region,5
Cases,2020-10-13,Al Hamnah,Al Madinah Al Munawwarah,1
Cases,2020-10-13,Al Mubarraz,Eastern Region,13
Cases,2020-10-13,Billasmar,Aseer,4
Cases,2020-10-14,Al Quwarah,Al Qaseem,1
Cases,2020-10-14,Bariq,Aseer,2
Cases,2020-10-14,ʻArʻAr,Northern Borders,3
Cases,2020-10-14,Makkah Al Mukarramah,Makkah Al Mukarramah,38
Cases,2020-10-14,At TaʼIf,Makkah Al Mukarramah,2
Cases,2020-10-14,ʻAfif,Ar Riyad,1
Cases,2020-10-14,Al Hufuf,Eastern Region,25
Cases,2020-10-14,Al Jubayl,Eastern Region,2
Cases,2020-10-14,Al Qaysumah,Eastern Region,1
Cases,2020-10-14,Riyad Al Khabraʼ,Al Qaseem,3
Cases,2020-10-14,Turuba,Makkah Al Mukarramah,1
Cases,2020-10-14,Hafar Al Batin,Eastern Region,1
Cases,2020-10-14,Al Midhnab,Al Qaseem,5
Cases,2020-10-14,Wadi Al Fara,Al Madinah Al Munawwarah,1
Cases,2020-10-14,Rijal Al Ma,Aseer,2
Cases,2020-10-15,Ad Dammam,Eastern Region,9
Cases,2020-10-15,Al Khubar,Eastern Region,4
Cases,2020-10-15,Al Hufuf,Eastern Region,20
Cases,2020-10-15,ʻUnayzah,Al Qaseem,8
Cases,2020-10-15,Ad͟H D͟Hahran,Eastern Region,4
Cases,2020-10-15,Al BadaʼIʻ,Al Qaseem,4
Cases,2020-10-15,Al Hinakiyyah,Al Madinah Al Munawwarah,2
Cases,2020-10-15,Al Bukayriyyah,Al Qaseem,2
Cases,2020-10-15,An NuʻAyriyyah,Eastern Region,3
Cases,2020-10-15,Al Mud͟Haylif,Makkah Al Mukarramah,1
Cases,2020-10-15,Al Kharj,Ar Riyad,11
Cases,2020-10-15,Al Sehen,Makkah Al Mukarramah,1
Cases,2020-10-15,Al Bashayer,Aseer,1
Cases,2020-10-16,Al Sho'Bah,Northern Borders,2
Cases,2020-10-16,Tanumah,Aseer,1
Cases,2020-10-16,Buraydah,Al Qaseem,5
Cases,2020-10-16,Abha,Aseer,7
Cases,2020-10-16,Jazan,Jazan,6
Cases,2020-10-16,Jeddah,Makkah Al Mukarramah,9
Cases,2020-10-16,Ad Dilam,Ar Riyad,6
Cases,2020-10-16,Yanbuʻ,Al Madinah Al Munawwarah,19
Cases,2020-10-16,Al Qatif,Eastern Region,1
Cases,2020-10-16,Al Khurmah,Makkah Al Mukarramah,2
Cases,2020-10-16,Tathlith,Aseer,1
Cases,2020-10-16,An NuʻAyriyyah,Eastern Region,8
Cases,2020-10-16,Al Khafji,Eastern Region,1
Cases,2020-10-16,Rijal Al Ma,Aseer,2
Cases,2020-10-16,Qaryat Al 'Ulya,Eastern Region,4
Cases,2020-10-17,Tabuk,Tabuk,2
Cases,2020-10-17,Buraydah,Al Qaseem,19
Cases,2020-10-17,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,73
Cases,2020-10-17,At TaʼIf,Makkah Al Mukarramah,3
Cases,2020-10-17,Al Qatif,Eastern Region,3
Cases,2020-10-17,Al Mikhwah,Al Bahah,3
Cases,2020-10-17,Qusaybaʼ,Al Qaseem,1
Cases,2020-10-17,Al BadaʼIʻ,Al Qaseem,2
Cases,2020-10-17,Riyad Al Khabraʼ,Al Qaseem,3
Cases,2020-10-17,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,1
Cases,2020-10-17,Samtah,Jazan,1
Cases,2020-10-17,Al Bukayriyyah,Al Qaseem,7
Cases,2020-10-17,Al Khafji,Eastern Region,2
Cases,2020-10-17,Ar Rayth,Jazan,2
Cases,2020-10-17,Qaryat Al 'Ulya,Eastern Region,5
Cases,2020-10-17,Al Mubarraz,Eastern Region,15
Cases,2020-10-17,Billasmar,Aseer,7
Cases,2020-10-18,Al Asyah,Al Qaseem,2
Cases,2020-10-18,HaʼIl,Hail,18
Cases,2020-10-18,Makkah Al Mukarramah,Makkah Al Mukarramah,27
Cases,2020-10-18,Dariyyah,Al Qaseem,1
Cases,2020-10-18,Al Mikhwah,Al Bahah,2
Cases,2020-10-18,Qusaybaʼ,Al Qaseem,2
Cases,2020-10-18,Al Qaysumah,Eastern Region,1
Cases,2020-10-18,Al Muwayh,Makkah Al Mukarramah,2
Cases,2020-10-18,Al Mubarraz,Eastern Region,19
Cases,2020-10-19,Al Sho'Bah,Northern Borders,3
Cases,2020-10-19,Buraydah,Al Qaseem,8
Cases,2020-10-19,At TaʼIf,Makkah Al Mukarramah,2
Cases,2020-10-19,Najran,Najran,5
Cases,2020-10-19,ʻAfif,Ar Riyad,4
Cases,2020-10-19,Ad Dammam,Eastern Region,20
Cases,2020-10-19,Al Khubar,Eastern Region,1
Cases,2020-10-19,Yanbuʻ,Al Madinah Al Munawwarah,31
Cases,2020-10-19,Al Bijadiyyah,Ar Riyad,1
Cases,2020-10-19,D͟Hahran Al Janub,Aseer,2
Cases,2020-10-19,Fayfa,Jazan,2
Cases,2020-10-19,Rijal Al Ma,Aseer,3
Cases,2020-10-19,Qaryat Al 'Ulya,Eastern Region,1
Cases,2020-10-19,Wadi Ad Dawasir,Ar Riyad,5
Cases,2020-10-19,Umm Ad Dawm,Makkah Al Mukarramah,1
Cases,2020-10-19,Al Mubarraz,Eastern Region,18
Cases,2020-10-20,Bariq,Aseer,1
Cases,2020-10-20,HaʼIl,Hail,8
Cases,2020-10-20,Najran,Najran,9
Cases,2020-10-20,Ad Dammam,Eastern Region,13
Cases,2020-10-20,Yanbuʻ,Al Madinah Al Munawwarah,4
Cases,2020-10-20,Mahayil,Aseer,5
Cases,2020-10-20,Al Khurmah,Makkah Al Mukarramah,1
Cases,2020-10-20,Al ʻIs,Al Madinah Al Munawwarah,9
Cases,2020-10-20,Al Mubarraz,Eastern Region,14
Cases,2020-10-21,Al Sho'Bah,Northern Borders,1
Cases,2020-10-21,Rafa'I' Al Jamsh,Ar Riyad,4
Cases,2020-10-21,ʻArʻAr,Northern Borders,13
Cases,2020-10-21,Al Bahah,Al Bahah,1
Cases,2020-10-21,Ar Riyad,Ar Riyad,39
Cases,2020-10-21,Yanbuʻ,Al Madinah Al Munawwarah,24
Cases,2020-10-21,Mulayjah,Eastern Region,1
Cases,2020-10-21,Al Jubayl,Eastern Region,2
Cases,2020-10-21,Al Qatif,Eastern Region,3
Cases,2020-10-21,Al Khurmah,Makkah Al Mukarramah,1
Cases,2020-10-21,Al Hinakiyyah,Al Madinah Al Munawwarah,1
Cases,2020-10-21,Duruma,Ar Riyad,4
Cases,2020-10-21,Baysh,Jazan,1
Cases,2020-10-21,Al ʻUla,Al Madinah Al Munawwarah,1
Cases,2020-10-21,Shaqraʼ,Ar Riyad,1
Cases,2020-10-21,An NuʻAyriyyah,Eastern Region,8
Cases,2020-10-21,Al ʻIs,Al Madinah Al Munawwarah,5
Cases,2020-10-21,Qaryat Al 'Ulya,Eastern Region,7
Cases,2020-10-22,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,38
Cases,2020-10-22,Al MajmaʻAh,Ar Riyad,2
Cases,2020-10-22,Al Hufuf,Eastern Region,10
Cases,2020-10-22,Ar Riyad,Ar Riyad,42
Cases,2020-10-22,Ad Dilam,Ar Riyad,4
Cases,2020-10-22,Sarat ʻAbidah,Aseer,1
Cases,2020-10-22,Ad͟H D͟Hahran,Eastern Region,5
Cases,2020-10-22,Al Hinakiyyah,Al Madinah Al Munawwarah,2
Cases,2020-10-22,Duruma,Ar Riyad,1
Cases,2020-10-22,Ahad Al Musarihah,Jazan,1
Cases,2020-10-22,Al ʻAqiq,Al Bahah,4
Cases,2020-10-22,Umlujj,Tabuk,1
Cases,2020-10-22,Al Mubarraz,Eastern Region,14
Cases,2020-10-22,Billasmar,Aseer,4
Cases,2020-10-23,Al Asyah,Al Qaseem,2
Cases,2020-10-23,Rafa'I' Al Jamsh,Ar Riyad,1
Cases,2020-10-23,Ad Darb,Jazan,1
Cases,2020-10-23,HaʼIl,Hail,9
Cases,2020-10-23,Najran,Najran,1
Cases,2020-10-23,Duruma,Ar Riyad,1
Cases,2020-10-23,Al Midhnab,Al Qaseem,2
Cases,2020-10-23,Al Khafji,Eastern Region,2
Cases,2020-10-23,Tarj,Aseer,1
Cases,2020-10-23,Ras Tannurah,Eastern Region,3
Cases,2020-10-23,Al Mubarraz,Eastern Region,13
Cases,2020-10-24,Al Asyah,Al Qaseem,1
Cases,2020-10-24,Al Quwarah,Al Qaseem,1
Cases,2020-10-24,Ahad Rifaydah,Aseer,1
Cases,2020-10-24,Sikaka,Al Jawf,2
Cases,2020-10-24,Makkah Al Mukarramah,Makkah Al Mukarramah,24
Cases,2020-10-24,Al Hufuf,Eastern Region,11
Cases,2020-10-24,Yanbuʻ,Al Madinah Al Munawwarah,29
Cases,2020-10-24,Al Artawiyyah,Ar Riyad,1
Cases,2020-10-24,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,2
Cases,2020-10-24,Al ʻUla,Al Madinah Al Munawwarah,1
Cases,2020-10-24,Al Midhnab,Al Qaseem,4
Cases,2020-10-24,Wadi Ad Dawasir,Ar Riyad,5
Cases,2020-10-24,Al Mubarraz,Eastern Region,4
Cases,2020-10-25,Mawqaq,Hail,2
Cases,2020-10-25,Badr Al Janub,Najran,3
Cases,2020-10-25,Ahad Rifaydah,Aseer,2
Cases,2020-10-25,HaʼIl,Hail,9
Cases,2020-10-25,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,61
Cases,2020-10-25,Jeddah,Makkah Al Mukarramah,12
Cases,2020-10-25,Sharurah,Najran,3
Cases,2020-10-25,Al ʻAqiq,Al Bahah,5
Cases,2020-10-25,Al ʻIs,Al Madinah Al Munawwarah,4
Cases,2020-10-25,Al Mubarraz,Eastern Region,2
Cases,2020-10-26,Al Sho'Bah,Northern Borders,2
Cases,2020-10-26,Mawqaq,Hail,1
Cases,2020-10-26,HaʼIl,Hail,9
Cases,2020-10-26,At TaʼIf,Makkah Al Mukarramah,2
Cases,2020-10-26,Al Bahah,Al Bahah,3
Cases,2020-10-26,Khamis Mushayt,Aseer,17
Cases,2020-10-26,Al Hufuf,Eastern Region,14
Cases,2020-10-26,Sarat ʻAbidah,Aseer,1
Cases,2020-10-26,ʻUnayzah,Al Qaseem,4
Cases,2020-10-26,Buqayq,Eastern Region,3
Cases,2020-10-26,Al Khurmah,Makkah Al Mukarramah,1
Cases,2020-10-26,Yadamah,Najran,2
Cases,2020-10-26,Al Muwayh,Makkah Al Mukarramah,1
Cases,2020-10-26,Al Midhnab,Al Qaseem,3
Cases,2020-10-26,Ras Tannurah,Eastern Region,1
Cases,2020-10-27,Bariq,Aseer,1
Cases,2020-10-27,Ad Dilam,Ar Riyad,1
Cases,2020-10-27,Rabigh,Makkah Al Mukarramah,1
Cases,2020-10-27,Yanbuʻ,Al Madinah Al Munawwarah,10
Cases,2020-10-27,Al Qatif,Eastern Region,6
Cases,2020-10-27,Al ʻUyun,Eastern Region,1
Cases,2020-10-27,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,3
Cases,2020-10-27,Khaybar,Al Madinah Al Munawwarah,7
Cases,2020-10-27,Al ʻIs,Al Madinah Al Munawwarah,4
Cases,2020-10-27,Bani Hasan,Al Bahah,1
Cases,2020-10-27,Wadi Al Fara,Al Madinah Al Munawwarah,8
Cases,2020-10-28,Badr Al Janub,Najran,1
Cases,2020-10-28,Buraydah,Al Qaseem,8
Cases,2020-10-28,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,47
Cases,2020-10-28,At TaʼIf,Makkah Al Mukarramah,7
Cases,2020-10-28,ʻUnayzah,Al Qaseem,7
Cases,2020-10-28,Mulayjah,Eastern Region,2
Cases,2020-10-28,Al Jubayl,Eastern Region,6
Cases,2020-10-28,Mahayil,Aseer,2
Cases,2020-10-28,Safwá,Eastern Region,1
Cases,2020-10-28,Sabya,Jazan,1
Cases,2020-10-28,Turuba,Makkah Al Mukarramah,3
Cases,2020-10-28,Al QuwayʻIyyah,Ar Riyad,2
Cases,2020-10-28,Ad DirʻIyyah,Ar Riyad,1
Cases,2020-10-29,Badr Al Janub,Najran,1
Cases,2020-10-29,Al Hufuf,Eastern Region,8
Cases,2020-10-29,Ash Shamli,Hail,1
Cases,2020-10-29,Duruma,Ar Riyad,3
Cases,2020-10-29,Samtah,Jazan,1
Cases,2020-10-29,Sabya,Jazan,2
Cases,2020-10-29,Turuba,Makkah Al Mukarramah,2
Cases,2020-10-29,Al Khafji,Eastern Region,2
Cases,2020-10-29,Al Mud͟Haylif,Makkah Al Mukarramah,1
Cases,2020-10-29,Adam,Makkah Al Mukarramah,1
Cases,2020-10-29,Al Hamnah,Al Madinah Al Munawwarah,2
Cases,2020-10-30,Khulays,Makkah Al Mukarramah,5
Cases,2020-10-30,Rafa'I' Al Jamsh,Ar Riyad,2
Cases,2020-10-30,Najran,Najran,7
Cases,2020-10-30,Ad͟H D͟Hahran,Eastern Region,3
Cases,2020-10-30,Al Kamil,Makkah Al Mukarramah,2
Cases,2020-10-30,Khaybar,Al Madinah Al Munawwarah,1
Cases,2020-10-30,Al QuwayʻIyyah,Ar Riyad,2
Cases,2020-10-30,Al Hajrah,Al Bahah,2
Cases,2020-10-30,Wadi Ad Dawasir,Ar Riyad,2
Cases,2020-10-30,Al Jafr,Eastern Region,1
Cases,2020-10-31,Mawqaq,Hail,1
Cases,2020-10-31,Khulays,Makkah Al Mukarramah,2
Cases,2020-10-31,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,85
Cases,2020-10-31,At TaʼIf,Makkah Al Mukarramah,6
Cases,2020-10-31,Khamis Mushayt,Aseer,4
Cases,2020-10-31,Jazan,Jazan,2
Cases,2020-10-31,Ad Duwadimi,Ar Riyad,1
Cases,2020-10-31,Az Zulfi,Ar Riyad,7
Cases,2020-10-31,Al Hinakiyyah,Al Madinah Al Munawwarah,1
Cases,2020-10-31,Al QuwayʻIyyah,Ar Riyad,1
Cases,2020-10-31,Al Jafr,Eastern Region,1
Cases,2020-11-01,Sikaka,Al Jawf,3
Cases,2020-11-01,Buraydah,Al Qaseem,6
Cases,2020-11-01,Ad Dammam,Eastern Region,7
Cases,2020-11-01,Al Hufuf,Eastern Region,15
Cases,2020-11-01,Ad Dilam,Ar Riyad,2
Cases,2020-11-01,Abu ʻArish,Jazan,5
Cases,2020-11-01,Al Qatif,Eastern Region,2
Cases,2020-11-01,Al Qahmah,Aseer,2
Cases,2020-11-01,Qusaybaʼ,Al Qaseem,1
Cases,2020-11-01,Hawtat Bani Tamim,Ar Riyad,1
Cases,2020-11-01,An Namas,Aseer,1
Cases,2020-11-01,Hafar Al Batin,Eastern Region,1
Cases,2020-11-01,Al Khafji,Eastern Region,3
Cases,2020-11-01,Al Qara,Al Bahah,1
Cases,2020-11-01,Wadi Al Fara,Al Madinah Al Munawwarah,3
Cases,2020-11-01,Qaryat Al 'Ulya,Eastern Region,4
Cases,2020-11-01,Wadi Ad Dawasir,Ar Riyad,3
Cases,2020-11-01,Umm Ad Dawm,Makkah Al Mukarramah,1
Cases,2020-11-01,Billasmar,Aseer,8
Cases,2020-11-01,Al Jafr,Eastern Region,1
Cases,2020-11-02,Samiraʼ,Hail,1
Cases,2020-11-02,Al Birk,Aseer,1
Cases,2020-11-02,Makkah Al Mukarramah,Makkah Al Mukarramah,45
Cases,2020-11-02,At TaʼIf,Makkah Al Mukarramah,5
Cases,2020-11-02,Ad Dammam,Eastern Region,9
Cases,2020-11-02,Al Khurmah,Makkah Al Mukarramah,1
Cases,2020-11-02,Al BadaʼIʻ,Al Qaseem,1
Cases,2020-11-02,Biljurashi,Al Bahah,3
Cases,2020-11-02,Wadi Ad Dawasir,Ar Riyad,3
Cases,2020-11-02,Tarj,Aseer,1
Cases,2020-11-03,Al Sho'Bah,Northern Borders,1
Cases,2020-11-03,Khulays,Makkah Al Mukarramah,7
