indicator,date,city,region,cases
Recoveries,2020-07-21,Al Muzahimiyyah,Ar Riyad,1
Recoveries,2020-07-21,Rumah,Ar Riyad,1
Recoveries,2020-07-21,Tumayr,Ar Riyad,1
Recoveries,2020-07-21,Al Bukayriyyah,Al Qaseem,2
Recoveries,2020-07-21,Al Kharj,Ar Riyad,15
Recoveries,2020-07-21,Ar Rayth,Jazan,2
Recoveries,2020-07-21,Qaryat Al 'Ulya,Eastern Region,4
Recoveries,2020-07-21,Al Mubarraz,Eastern Region,142
Recoveries,2020-07-21,Billasmar,Aseer,4
Recoveries,2020-07-21,Al Jafr,Eastern Region,10
Recoveries,2020-07-22,Mawqaq,Hail,2
Recoveries,2020-07-22,Khulays,Makkah Al Mukarramah,9
Recoveries,2020-07-22,Badr Al Janub,Najran,2
Recoveries,2020-07-22,Bariq,Aseer,1
Recoveries,2020-07-22,Thar,Najran,1
Recoveries,2020-07-22,Makkah Al Mukarramah,Makkah Al Mukarramah,93
Recoveries,2020-07-22,Al Bahah,Al Bahah,1
Recoveries,2020-07-22,Jazan,Jazan,46
Recoveries,2020-07-22,Bishah,Aseer,13
Recoveries,2020-07-22,Yanbuʻ,Al Madinah Al Munawwarah,39
Recoveries,2020-07-22,Al Mandaq,Al Bahah,3
Recoveries,2020-07-22,Qiya,Makkah Al Mukarramah,2
Recoveries,2020-07-22,Safwá,Eastern Region,21
Recoveries,2020-07-22,Al Muwayh,Makkah Al Mukarramah,4
Recoveries,2020-07-22,D͟Hahran Al Janub,Aseer,8
Recoveries,2020-07-22,Al Lith,Makkah Al Mukarramah,4
Recoveries,2020-07-22,Al Wajh,Tabuk,1
Recoveries,2020-07-22,Hafar Al Batin,Eastern Region,50
Recoveries,2020-07-22,Rumah,Ar Riyad,2
Recoveries,2020-07-22,Salwá,Eastern Region,1
Recoveries,2020-07-22,Al Kharj,Ar Riyad,23
Recoveries,2020-07-22,Maysan,Makkah Al Mukarramah,5
Recoveries,2020-07-22,Al Hamnah,Al Madinah Al Munawwarah,1
Recoveries,2020-07-22,Wuthaylan,Ar Riyad,1
Recoveries,2020-07-22,Al Qari',Makkah Al Mukarramah,7
Recoveries,2020-07-22,Billasmar,Aseer,22
Recoveries,2020-07-23,Mawqaq,Hail,2
Recoveries,2020-07-23,Rafa'I' Al Jamsh,Ar Riyad,5
Recoveries,2020-07-23,Al Harajah,Aseer,4
Recoveries,2020-07-23,Sikaka,Al Jawf,2
Recoveries,2020-07-23,HaʼIl,Hail,121
Recoveries,2020-07-23,Buraydah,Al Qaseem,7
Recoveries,2020-07-23,Khamis Mushayt,Aseer,46
Recoveries,2020-07-23,Jazan,Jazan,24
Recoveries,2020-07-23,Najran,Najran,26
Recoveries,2020-07-23,Al MajmaʻAh,Ar Riyad,2
Recoveries,2020-07-23,Ad Duwadimi,Ar Riyad,16
Recoveries,2020-07-23,Mulayjah,Eastern Region,1
Recoveries,2020-07-23,Ad͟H D͟Hahran,Eastern Region,20
Recoveries,2020-07-23,Sabt Al ʻAlayah,Aseer,15
Recoveries,2020-07-23,Al Mandaq,Al Bahah,10
Recoveries,2020-07-23,Tabalah,Aseer,1
Recoveries,2020-07-23,Nifi,Ar Riyad,1
Recoveries,2020-07-23,Qusaybaʼ,Al Qaseem,2
Recoveries,2020-07-23,Al Muwayh,Makkah Al Mukarramah,7
Recoveries,2020-07-23,Sabya,Jazan,20
Recoveries,2020-07-23,Al Qunfudhah,Makkah Al Mukarramah,3
Recoveries,2020-07-23,Al Lith,Makkah Al Mukarramah,12
Recoveries,2020-07-23,Al Khafji,Eastern Region,4
Recoveries,2020-07-23,Salwá,Eastern Region,1
Recoveries,2020-07-23,Qaryat Al 'Ulya,Eastern Region,1
Recoveries,2020-07-23,Al Sehen,Makkah Al Mukarramah,16
Recoveries,2020-07-24,Al Asyah,Al Qaseem,1
Recoveries,2020-07-24,Al Harajah,Aseer,5
Recoveries,2020-07-24,Bariq,Aseer,2
Recoveries,2020-07-24,Al Maddah,Aseer,6
Recoveries,2020-07-24,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,82
Recoveries,2020-07-24,Al Khubar,Eastern Region,37
Recoveries,2020-07-24,Rabigh,Makkah Al Mukarramah,4
Recoveries,2020-07-24,ʻUnayzah,Al Qaseem,20
Recoveries,2020-07-24,Tabalah,Aseer,1
Recoveries,2020-07-24,Al Khurmah,Makkah Al Mukarramah,4
Recoveries,2020-07-24,An Namas,Aseer,11
Recoveries,2020-07-24,Al Qunfudhah,Makkah Al Mukarramah,4
Recoveries,2020-07-24,Turuba,Makkah Al Mukarramah,14
Recoveries,2020-07-24,Al Midhnab,Al Qaseem,4
Recoveries,2020-07-24,Sajir,Ar Riyad,2
Recoveries,2020-07-24,Al Farshah,Aseer,2
Recoveries,2020-07-25,Ad DaʼIr,Jazan,1
Recoveries,2020-07-25,Farasan,Jazan,3
Recoveries,2020-07-25,ʻUrayʻIrah,Eastern Region,1
Recoveries,2020-07-25,Bariq,Aseer,4
Recoveries,2020-07-25,Al ʻIdabi,Jazan,13
Recoveries,2020-07-25,Al Maddah,Aseer,20
Recoveries,2020-07-25,Ahad Rifaydah,Aseer,10
Recoveries,2020-07-25,Buraydah,Al Qaseem,45
Recoveries,2020-07-25,Makkah Al Mukarramah,Makkah Al Mukarramah,121
Recoveries,2020-07-25,Abha,Aseer,11
Recoveries,2020-07-25,Jazan,Jazan,48
Recoveries,2020-07-25,Ar Riyad,Ar Riyad,363
Recoveries,2020-07-25,Hubuna,Najran,2
Recoveries,2020-07-25,Bishah,Aseer,15
Recoveries,2020-07-25,Ad Duwadimi,Ar Riyad,6
Recoveries,2020-07-25,Rabigh,Makkah Al Mukarramah,3
Recoveries,2020-07-25,Az Zulfi,Ar Riyad,9
Recoveries,2020-07-25,Mahayil,Aseer,9
Recoveries,2020-07-25,Sabt Al ʻAlayah,Aseer,13
Recoveries,2020-07-25,Al Mandaq,Al Bahah,1
Recoveries,2020-07-25,Dariyyah,Al Qaseem,1
Recoveries,2020-07-25,ʻUyun Al Jiwaʼ,Al Qaseem,17
Recoveries,2020-07-25,Al Ghat,Ar Riyad,3
Recoveries,2020-07-25,Duruma,Ar Riyad,19
Recoveries,2020-07-25,Al Hariq,Ar Riyad,2
Recoveries,2020-07-25,Ahad Al Musarihah,Jazan,2
Recoveries,2020-07-25,Sharurah,Najran,21
Recoveries,2020-07-25,D͟Hahran Al Janub,Aseer,3
Recoveries,2020-07-25,Al ʻAqiq,Al Bahah,2
Recoveries,2020-07-25,Al Lith,Makkah Al Mukarramah,1
Recoveries,2020-07-25,Duba,Tabuk,2
Recoveries,2020-07-25,Haql,Tabuk,1
Recoveries,2020-07-25,Al Khafji,Eastern Region,4
Recoveries,2020-07-25,Ad DirʻIyyah,Ar Riyad,2
Recoveries,2020-07-25,Al Harth,Jazan,1
Recoveries,2020-07-25,Al Sehen,Makkah Al Mukarramah,1
Recoveries,2020-07-26,Badr Al Janub,Najran,1
Recoveries,2020-07-26,Rafa'I' Al Jamsh,Ar Riyad,11
Recoveries,2020-07-26,Ash Shinan,Hail,1
Recoveries,2020-07-26,An Nabhaniyyah,Al Qaseem,5
Recoveries,2020-07-26,At TaʼIf,Makkah Al Mukarramah,109
Recoveries,2020-07-26,Jazan,Jazan,32
Recoveries,2020-07-26,Najran,Najran,53
Recoveries,2020-07-26,ʻAfif,Ar Riyad,6
Recoveries,2020-07-26,Ar Riyad,Ar Riyad,234
Recoveries,2020-07-26,Abu ʻArish,Jazan,13
Recoveries,2020-07-26,Yanbuʻ,Al Madinah Al Munawwarah,18
Recoveries,2020-07-26,ʻUnayzah,Al Qaseem,12
Recoveries,2020-07-26,Buqayq,Eastern Region,12
Recoveries,2020-07-26,Tabalah,Aseer,2
Recoveries,2020-07-26,ʻUyun Al Jiwaʼ,Al Qaseem,5
Recoveries,2020-07-26,Al ʻUyun,Eastern Region,5
Recoveries,2020-07-26,Duruma,Ar Riyad,15
Recoveries,2020-07-26,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,3
Recoveries,2020-07-26,Al Muwayh,Makkah Al Mukarramah,2
Recoveries,2020-07-26,D͟Hahran Al Janub,Aseer,3
Recoveries,2020-07-26,Turuba,Makkah Al Mukarramah,12
Recoveries,2020-07-26,Umlujj,Tabuk,1
Recoveries,2020-07-26,Al Midhnab,Al Qaseem,12
Recoveries,2020-07-26,Al Mud͟Haylif,Makkah Al Mukarramah,5
Recoveries,2020-07-26,Umm Ad Dawm,Makkah Al Mukarramah,1
Recoveries,2020-07-26,Al Mubarraz,Eastern Region,140
Recoveries,2020-07-26,Al Farshah,Aseer,1
Recoveries,2020-07-27,Khulays,Makkah Al Mukarramah,10
Recoveries,2020-07-27,Al Harajah,Aseer,15
Recoveries,2020-07-27,ʻUqlat As Suqur,Al Qaseem,1
Recoveries,2020-07-27,HaʼIl,Hail,53
Recoveries,2020-07-27,Jazan,Jazan,33
Recoveries,2020-07-27,Ar Riyad,Ar Riyad,326
Recoveries,2020-07-27,Bishah,Aseer,6
Recoveries,2020-07-27,Mulayjah,Eastern Region,2
Recoveries,2020-07-27,Al Qatif,Eastern Region,66
Recoveries,2020-07-27,Al Kamil,Makkah Al Mukarramah,1
Recoveries,2020-07-27,Al HaʼIt,Hail,6
Recoveries,2020-07-27,Nifi,Ar Riyad,1
Recoveries,2020-07-27,Al ʻUyun,Eastern Region,3
Recoveries,2020-07-27,Al Hinakiyyah,Al Madinah Al Munawwarah,1
Recoveries,2020-07-27,Huraymilaʼ,Ar Riyad,5
Recoveries,2020-07-27,Al Majardah,Aseer,2
Recoveries,2020-07-27,D͟Hahran Al Janub,Aseer,15
Recoveries,2020-07-27,Al Qunfudhah,Makkah Al Mukarramah,5
Recoveries,2020-07-27,Turuba,Makkah Al Mukarramah,9
Recoveries,2020-07-27,Badr,Al Madinah Al Munawwarah,1
Recoveries,2020-07-27,Al ʻUla,Al Madinah Al Munawwarah,1
Recoveries,2020-07-27,Al Khafji,Eastern Region,4
Recoveries,2020-07-27,Ar Rayth,Jazan,5
Recoveries,2020-07-27,Maysan,Makkah Al Mukarramah,9
Recoveries,2020-07-27,Wadi Ad Dawasir,Ar Riyad,26
Recoveries,2020-07-27,Thurayban,Makkah Al Mukarramah,1
Recoveries,2020-07-27,Al Mubarraz,Eastern Region,69
Recoveries,2020-07-27,Al Jafr,Eastern Region,8
Recoveries,2020-07-28,Khulays,Makkah Al Mukarramah,21
Recoveries,2020-07-28,Khubash,Najran,3
Recoveries,2020-07-28,Ar Rayn,Ar Riyad,3
Recoveries,2020-07-28,An Nabhaniyyah,Al Qaseem,2
Recoveries,2020-07-28,HaʼIl,Hail,34
Recoveries,2020-07-28,At TaʼIf,Makkah Al Mukarramah,130
Recoveries,2020-07-28,ʻAfif,Ar Riyad,8
Recoveries,2020-07-28,Ad Dammam,Eastern Region,242
Recoveries,2020-07-28,Ad Dilam,Ar Riyad,1
Recoveries,2020-07-28,Al Mandaq,Al Bahah,5
Recoveries,2020-07-28,Al Badʻ,Tabuk,1
Recoveries,2020-07-28,Ash Shamli,Hail,3
Recoveries,2020-07-28,Yadamah,Najran,10
Recoveries,2020-07-28,Al Gouz,Makkah Al Mukarramah,1
Recoveries,2020-07-28,Riyad Al Khabraʼ,Al Qaseem,8
Recoveries,2020-07-28,Al Hinakiyyah,Al Madinah Al Munawwarah,1
Recoveries,2020-07-28,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,4
Recoveries,2020-07-28,Sharurah,Najran,15
Recoveries,2020-07-28,Al Qunfudhah,Makkah Al Mukarramah,7
Recoveries,2020-07-28,Turuba,Makkah Al Mukarramah,11
Recoveries,2020-07-28,Al Wajh,Tabuk,4
Recoveries,2020-07-28,Hafar Al Batin,Eastern Region,73
Recoveries,2020-07-28,Al Midhnab,Al Qaseem,4
Recoveries,2020-07-28,An NuʻAyriyyah,Eastern Region,17
Recoveries,2020-07-28,Al Khafji,Eastern Region,8
Recoveries,2020-07-28,Al Hadithah Border Station,Al Jawf,1
Recoveries,2020-07-28,Ad DirʻIyyah,Ar Riyad,7
Recoveries,2020-07-28,Al Qara,Al Bahah,5
Recoveries,2020-07-28,Adam,Makkah Al Mukarramah,1
Recoveries,2020-07-28,Sayhat,Eastern Region,1
Recoveries,2020-07-28,Wadi Ad Dawasir,Ar Riyad,35
Recoveries,2020-07-28,Umm Ad Dawm,Makkah Al Mukarramah,1
Recoveries,2020-07-28,Billasmar,Aseer,15
Recoveries,2020-07-28,Al Jafr,Eastern Region,4
Recoveries,2020-07-29,Al Sho'Bah,Northern Borders,3
Recoveries,2020-07-29,Ahad Rifaydah,Aseer,19
Recoveries,2020-07-29,Shuwaq,Tabuk,1
Recoveries,2020-07-29,HaʼIl,Hail,43
Recoveries,2020-07-29,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,74
Recoveries,2020-07-29,Al Bahah,Al Bahah,2
Recoveries,2020-07-29,Najran,Najran,77
Recoveries,2020-07-29,Ar Rass,Al Qaseem,2
Recoveries,2020-07-29,Mahayil,Aseer,2
Recoveries,2020-07-29,Sabt Al ʻAlayah,Aseer,21
Recoveries,2020-07-29,Qiya,Makkah Al Mukarramah,2
Recoveries,2020-07-29,Al Bijadiyyah,Ar Riyad,1
Recoveries,2020-07-29,Al ʻUyun,Eastern Region,3
Recoveries,2020-07-29,Al Hinakiyyah,Al Madinah Al Munawwarah,4
Recoveries,2020-07-29,Hawtat Bani Tamim,Ar Riyad,3
Recoveries,2020-07-29,Baysh,Jazan,4
Recoveries,2020-07-29,Tathlith,Aseer,8
Recoveries,2020-07-29,Biljurashi,Al Bahah,16
Recoveries,2020-07-29,Al ʻAqiq,Al Bahah,3
Recoveries,2020-07-29,Haql,Tabuk,1
Recoveries,2020-07-29,As Sulayyil,Ar Riyad,2
Recoveries,2020-07-29,Al QuwayʻIyyah,Ar Riyad,2
Recoveries,2020-07-29,An NuʻAyriyyah,Eastern Region,15
Recoveries,2020-07-29,Al Mud͟Haylif,Makkah Al Mukarramah,1
Recoveries,2020-07-29,Al Qara,Al Bahah,2
Recoveries,2020-07-29,Wadi Al Fara,Al Madinah Al Munawwarah,1
Recoveries,2020-07-29,Al Farshah,Aseer,1
Recoveries,2020-07-30,Mawqaq,Hail,6
Recoveries,2020-07-30,Rafa'I' Al Jamsh,Ar Riyad,5
Recoveries,2020-07-30,Al Harajah,Aseer,4
Recoveries,2020-07-30,Bariq,Aseer,8
Recoveries,2020-07-30,Ar Ruwaydah,Ar Riyad,1
Recoveries,2020-07-30,Khamis Mushayt,Aseer,114
Recoveries,2020-07-30,Jazan,Jazan,87
Recoveries,2020-07-30,Al MajmaʻAh,Ar Riyad,3
Recoveries,2020-07-30,Ad Dammam,Eastern Region,255
Recoveries,2020-07-30,Al Hufuf,Eastern Region,225
Recoveries,2020-07-30,Al Jubayl,Eastern Region,44
Recoveries,2020-07-30,Buqayq,Eastern Region,34
Recoveries,2020-07-30,Yadamah,Najran,3
Recoveries,2020-07-30,Al Qaysumah,Eastern Region,1
Recoveries,2020-07-30,Al BadaʼIʻ,Al Qaseem,23
Recoveries,2020-07-30,Al Majardah,Aseer,12
Recoveries,2020-07-30,Tathlith,Aseer,4
Recoveries,2020-07-30,Dawmat Al Jandal,Al Jawf,13
Recoveries,2020-07-30,Al Bukayriyyah,Al Qaseem,34
Recoveries,2020-07-30,Al ʻIs,Al Madinah Al Munawwarah,2
Recoveries,2020-07-30,Ar Rayth,Jazan,1
Recoveries,2020-07-30,Maysan,Makkah Al Mukarramah,1
Recoveries,2020-07-30,Umm Ad Dawm,Makkah Al Mukarramah,1
Recoveries,2020-07-30,Al Qari',Makkah Al Mukarramah,1
Recoveries,2020-07-30,Al Farshah,Aseer,1
Recoveries,2020-07-31,ʻUqlat As Suqur,Al Qaseem,1
Recoveries,2020-07-31,At TaʼIf,Makkah Al Mukarramah,74
Recoveries,2020-07-31,ʻAfif,Ar Riyad,11
Recoveries,2020-07-31,Al Hufuf,Eastern Region,133
Recoveries,2020-07-31,Hubuna,Najran,2
Recoveries,2020-07-31,Ad Duwadimi,Ar Riyad,5
Recoveries,2020-07-31,Yanbuʻ,Al Madinah Al Munawwarah,47
Recoveries,2020-07-31,Mulayjah,Eastern Region,1
Recoveries,2020-07-31,Al Jubayl,Eastern Region,28
Recoveries,2020-07-31,Tabalah,Aseer,4
Recoveries,2020-07-31,Duruma,Ar Riyad,10
Recoveries,2020-07-31,Al ʻUwayqilah,Northern Borders,1
Recoveries,2020-07-31,Umlujj,Tabuk,2
Recoveries,2020-07-31,Al QuwayʻIyyah,Ar Riyad,2
Recoveries,2020-07-31,Shaqraʼ,Ar Riyad,4
Recoveries,2020-07-31,Tumayr,Ar Riyad,2
Recoveries,2020-07-31,Al Midhnab,Al Qaseem,4
Recoveries,2020-07-31,Al Bukayriyyah,Al Qaseem,7
Recoveries,2020-07-31,Al Kharj,Ar Riyad,14
Recoveries,2020-07-31,Qaryat Al 'Ulya,Eastern Region,2
Recoveries,2020-07-31,Al Sehen,Makkah Al Mukarramah,3
Recoveries,2020-07-31,Al Farshah,Aseer,1
Recoveries,2020-07-31,Al Jafr,Eastern Region,7
Recoveries,2020-08-01,Ad DaʼIr,Jazan,1
Recoveries,2020-08-01,Ash Shinan,Hail,1
Recoveries,2020-08-01,Sikaka,Al Jawf,5
Recoveries,2020-08-01,ʻArʻAr,Northern Borders,1
Recoveries,2020-08-01,At TaʼIf,Makkah Al Mukarramah,231
Recoveries,2020-08-01,Al Bahah,Al Bahah,3
Recoveries,2020-08-01,Al MajmaʻAh,Ar Riyad,5
Recoveries,2020-08-01,Ad Dammam,Eastern Region,84
Recoveries,2020-08-01,Wadi Ibn Hashbal,Aseer,1
Recoveries,2020-08-01,Az Zulfi,Ar Riyad,5
Recoveries,2020-08-01,Al Qatif,Eastern Region,22
Recoveries,2020-08-01,Al Khurmah,Makkah Al Mukarramah,6
Recoveries,2020-08-01,Nifi,Ar Riyad,1
Recoveries,2020-08-01,Qusaybaʼ,Al Qaseem,1
Recoveries,2020-08-01,Al Gouz,Makkah Al Mukarramah,7
Recoveries,2020-08-01,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,3
Recoveries,2020-08-01,Huraymilaʼ,Ar Riyad,7
Recoveries,2020-08-01,Khaybar,Al Madinah Al Munawwarah,1
Recoveries,2020-08-01,D͟Hahran Al Janub,Aseer,2
Recoveries,2020-08-01,An Namas,Aseer,15
Recoveries,2020-08-01,Al Midhnab,Al Qaseem,7
Recoveries,2020-08-01,Adam,Makkah Al Mukarramah,2
Recoveries,2020-08-01,Al Farshah,Aseer,1
Recoveries,2020-08-01,Al Bashayer,Aseer,2
Recoveries,2020-08-02,Al Asyah,Al Qaseem,1
Recoveries,2020-08-02,Khulays,Makkah Al Mukarramah,5
Recoveries,2020-08-02,Al Muwassam,Jazan,7
Recoveries,2020-08-02,Al Harajah,Aseer,14
Recoveries,2020-08-02,Ash Shinan,Hail,1
Recoveries,2020-08-02,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,48
Recoveries,2020-08-02,Makkah Al Mukarramah,Makkah Al Mukarramah,81
Recoveries,2020-08-02,Khamis Mushayt,Aseer,73
Recoveries,2020-08-02,Al MajmaʻAh,Ar Riyad,9
Recoveries,2020-08-02,Al Khubar,Eastern Region,38
Recoveries,2020-08-02,Ar Riyad,Ar Riyad,137
Recoveries,2020-08-02,Yanbuʻ,Al Madinah Al Munawwarah,21
Recoveries,2020-08-02,ʻUnayzah,Al Qaseem,27
Recoveries,2020-08-02,Ar Rass,Al Qaseem,15
Recoveries,2020-08-02,Mulayjah,Eastern Region,1
Recoveries,2020-08-02,Al Jubayl,Eastern Region,20
Recoveries,2020-08-02,ʻUyun Al Jiwaʼ,Al Qaseem,7
Recoveries,2020-08-02,Yadamah,Najran,8
Recoveries,2020-08-02,Al BadaʼIʻ,Al Qaseem,10
Recoveries,2020-08-02,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,4
Recoveries,2020-08-02,Al Muwayh,Makkah Al Mukarramah,2
Recoveries,2020-08-02,Samtah,Jazan,1
Recoveries,2020-08-02,Al ʻAqiq,Al Bahah,1
Recoveries,2020-08-02,Al Lith,Makkah Al Mukarramah,4
Recoveries,2020-08-02,Tumayr,Ar Riyad,2
Recoveries,2020-08-02,Al Midhnab,Al Qaseem,4
Recoveries,2020-08-02,Al Mud͟Haylif,Makkah Al Mukarramah,4
Recoveries,2020-08-02,Fayfa,Jazan,1
Recoveries,2020-08-02,Al Kharj,Ar Riyad,9
Recoveries,2020-08-02,Billasmar,Aseer,17
Recoveries,2020-08-03,Bathaʼ,Eastern Region,2
Recoveries,2020-08-03,At Tuwal,Jazan,1
Recoveries,2020-08-03,Tanumah,Aseer,1
Recoveries,2020-08-03,Adh Dhibiyyah,Eastern Region,1
Recoveries,2020-08-03,Al ʻIdabi,Jazan,5
Recoveries,2020-08-03,Al Maddah,Aseer,3
Recoveries,2020-08-03,Ar Riyad,Ar Riyad,96
Recoveries,2020-08-03,Wadi Ibn Hashbal,Aseer,6
Recoveries,2020-08-03,Rabigh,Makkah Al Mukarramah,2
Recoveries,2020-08-03,Ar Rass,Al Qaseem,29
Recoveries,2020-08-03,Al Qatif,Eastern Region,26
Recoveries,2020-08-03,Buqayq,Eastern Region,4
Recoveries,2020-08-03,Al Qahmah,Aseer,2
Recoveries,2020-08-03,Numarah,Makkah Al Mukarramah,1
Recoveries,2020-08-03,Al Mandaq,Al Bahah,3
Recoveries,2020-08-03,ʻUyun Al Jiwaʼ,Al Qaseem,8
Recoveries,2020-08-03,Al Gouz,Makkah Al Mukarramah,6
Recoveries,2020-08-03,Duruma,Ar Riyad,1
Recoveries,2020-08-03,Al Majardah,Aseer,4
Recoveries,2020-08-03,Baysh,Jazan,15
Recoveries,2020-08-03,An Namas,Aseer,9
Recoveries,2020-08-03,Turuba,Makkah Al Mukarramah,10
Recoveries,2020-08-03,Al ʻUla,Al Madinah Al Munawwarah,9
Recoveries,2020-08-03,Taymaʼ,Tabuk,1
Recoveries,2020-08-03,Haql,Tabuk,1
Recoveries,2020-08-03,Shaqraʼ,Ar Riyad,1
Recoveries,2020-08-03,Damad,Jazan,2
Recoveries,2020-08-03,Wadi Ad Dawasir,Ar Riyad,5
Recoveries,2020-08-03,Al Sehen,Makkah Al Mukarramah,2
Recoveries,2020-08-03,Al Bashayer,Aseer,3
Recoveries,2020-08-04,Al Sho'Bah,Northern Borders,4
Recoveries,2020-08-04,Mawqaq,Hail,1
Recoveries,2020-08-04,Khubash,Najran,3
Recoveries,2020-08-04,Rafa'I' Al Jamsh,Ar Riyad,5
Recoveries,2020-08-04,ʻUrayʻIrah,Eastern Region,1
Recoveries,2020-08-04,Najran,Najran,35
Recoveries,2020-08-04,Ad Dammam,Eastern Region,50
Recoveries,2020-08-04,Ar Riyad,Ar Riyad,99
Recoveries,2020-08-04,Bishah,Aseer,5
Recoveries,2020-08-04,Rabigh,Makkah Al Mukarramah,1
Recoveries,2020-08-04,Al Jubayl,Eastern Region,8
Recoveries,2020-08-04,Ranyah,Makkah Al Mukarramah,9
Recoveries,2020-08-04,Al Ghazalah,Hail,3
Recoveries,2020-08-04,Al Mikhwah,Al Bahah,1
Recoveries,2020-08-04,Qilwah,Al Bahah,6
Recoveries,2020-08-04,Hawtat Bani Tamim,Ar Riyad,7
Recoveries,2020-08-04,Al Qunfudhah,Makkah Al Mukarramah,3
Recoveries,2020-08-04,Rafha,Northern Borders,2
Recoveries,2020-08-04,Hafar Al Batin,Eastern Region,73
Recoveries,2020-08-04,Fayfa,Jazan,2
Recoveries,2020-08-04,Al Kharj,Ar Riyad,18
Recoveries,2020-08-04,Rijal Al Ma,Aseer,5
Recoveries,2020-08-04,Wadi Ad Dawasir,Ar Riyad,23
Recoveries,2020-08-04,Al Mubarraz,Eastern Region,80
Recoveries,2020-08-04,Al Bashayer,Aseer,1
Recoveries,2020-08-05,Bathaʼ,Eastern Region,1
Recoveries,2020-08-05,Rafa'I' Al Jamsh,Ar Riyad,3
Recoveries,2020-08-05,Bariq,Aseer,3
Recoveries,2020-08-05,Al ʻAridah,Jazan,1
Recoveries,2020-08-05,Sikaka,Al Jawf,6
Recoveries,2020-08-05,Makkah Al Mukarramah,Makkah Al Mukarramah,99
Recoveries,2020-08-05,Abha,Aseer,14
Recoveries,2020-08-05,ʻAfif,Ar Riyad,8
Recoveries,2020-08-05,Al MajmaʻAh,Ar Riyad,10
Recoveries,2020-08-05,Al Hufuf,Eastern Region,209
Recoveries,2020-08-05,Jeddah,Makkah Al Mukarramah,48
Recoveries,2020-08-05,Ad Dilam,Ar Riyad,1
Recoveries,2020-08-05,Bishah,Aseer,13
Recoveries,2020-08-05,Ar Rass,Al Qaseem,3
Recoveries,2020-08-05,Al Jubayl,Eastern Region,10
Recoveries,2020-08-05,Al Qatif,Eastern Region,24
Recoveries,2020-08-05,Mahayil,Aseer,1
Recoveries,2020-08-05,Sabt Al ʻAlayah,Aseer,15
Recoveries,2020-08-05,Tabalah,Aseer,8
Recoveries,2020-08-05,Al Ghazalah,Hail,7
Recoveries,2020-08-05,ʻUyun Al Jiwaʼ,Al Qaseem,8
Recoveries,2020-08-05,Yadamah,Najran,4
Recoveries,2020-08-05,Duruma,Ar Riyad,4
Recoveries,2020-08-05,D͟Hahran Al Janub,Aseer,8
Recoveries,2020-08-05,Samtah,Jazan,30
Recoveries,2020-08-05,Baysh,Jazan,2
Recoveries,2020-08-05,Al Bukayriyyah,Al Qaseem,1
Recoveries,2020-08-05,Al Mud͟Haylif,Makkah Al Mukarramah,3
Recoveries,2020-08-05,Damad,Jazan,2
Recoveries,2020-08-05,Fayfa,Jazan,2
Recoveries,2020-08-05,Bani Hasan,Al Bahah,9
Recoveries,2020-08-05,Al Sehen,Makkah Al Mukarramah,1
Recoveries,2020-08-06,Al Asyah,Al Qaseem,14
Recoveries,2020-08-06,At Tuwal,Jazan,2
Recoveries,2020-08-06,Bariq,Aseer,20
Recoveries,2020-08-06,Thar,Najran,1
Recoveries,2020-08-06,Al Maddah,Aseer,6
Recoveries,2020-08-06,Ahad Rifaydah,Aseer,4
Recoveries,2020-08-06,Buraydah,Al Qaseem,48
Recoveries,2020-08-06,Al Madinah Al Munawwarah,Al Madinah Al Munawwarah,62
Recoveries,2020-08-06,Abha,Aseer,154
Recoveries,2020-08-06,ʻAfif,Ar Riyad,8
Recoveries,2020-08-06,Ar Riyad,Ar Riyad,78
Recoveries,2020-08-06,Al Mahani,Makkah Al Mukarramah,1
Recoveries,2020-08-06,Rabigh,Makkah Al Mukarramah,1
Recoveries,2020-08-06,Al Ghazalah,Hail,1
Recoveries,2020-08-06,ʻUyun Al Jiwaʼ,Al Qaseem,13
Recoveries,2020-08-06,Yadamah,Najran,2
Recoveries,2020-08-06,Riyad Al Khabraʼ,Al Qaseem,19
Recoveries,2020-08-06,Al Hinakiyyah,Al Madinah Al Munawwarah,2
Recoveries,2020-08-06,Mihd  Adh Dhahab,Al Madinah Al Munawwarah,4
Recoveries,2020-08-06,Qilwah,Al Bahah,10
Recoveries,2020-08-06,Samtah,Jazan,7
Recoveries,2020-08-06,Sabya,Jazan,11
Recoveries,2020-08-06,Biljurashi,Al Bahah,30
Recoveries,2020-08-06,Turuba,Makkah Al Mukarramah,1
Recoveries,2020-08-06,Haql,Tabuk,1
Recoveries,2020-08-06,Rafha,Northern Borders,1
Recoveries,2020-08-06,Al Hajrah,Al Bahah,3
Recoveries,2020-08-06,Al Kharj,Ar Riyad,1
Recoveries,2020-08-06,Billasmar,Aseer,35
Recoveries,2020-08-06,Al Jafr,Eastern Region,5
Recoveries,2020-08-07,Mawqaq,Hail,1
Recoveries,2020-08-07,At Tuwal,Jazan,2
